ID,PortMonitor,Status,Kwh,LastReading,LastGoodPacket,ReleStatus,Model,FWver
400A29F8,,Normal,Initial/Latest kWh 0 / 8.1050,Last Reading: 8.1050 - 11/30/2022 12:08:21 PM,11/30/2022 12:08:45 PM,Connected,Magno Grid - E223,01.00.03
400A29FC,,Normal,Initial/Latest kWh 0 / 8.4840,Last Reading: 8.4840 - 11/30/2022 11:08:21 AM,11/30/2022 11:08:38 AM,Connected,Magno Grid - E223,01.00.03
400A29FE,,Normal,Initial/Latest kWh 0 / 19.8780,Last Reading: 19.8780 - 12/21/2022 4:57:17 PM,12/21/2022 4:57:35 PM,Connected,Magno Grid - E223,01.00.03
400A2A00,,Normal,Initial/Latest kWh 0 / 19.9090,Last Reading: 19.9090 - 12/21/2022 12:53:36 PM,12/21/2022 12:53:50 PM,Connected,Magno Grid - E223,01.00.03
400A2A02,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:40:38 PM,Connected,Magno Grid - E223,01.00.03
400A2A04,,Normal,Initial/Latest kWh 0 / 27.3970,Last Reading: 27.3970 - 12/21/2022 12:33:52 PM,12/21/2022 12:34:13 PM,Connected,Magno Grid - E234,01.00.03
400A2A06,,Normal,Initial/Latest kWh 0 / 27.5810,Last Reading: 27.5810 - 12/21/2022 2:03:52 PM,12/21/2022 2:04:12 PM,Connected,Magno Grid - E234,01.00.03
400A2A0C,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/21/2022 3:03:04 PM,12/21/2022 3:03:22 PM,Connected,Magno Grid - E234,01.00.03
400A2A0E,,Normal,Initial/Latest kWh 0 / 29.5190,Last Reading: 29.5190 - 12/21/2022 1:53:36 PM,12/21/2022 1:53:52 PM,Connected,Magno Grid - E234,01.00.03
400A2A10,,Normal,Initial/Latest kWh 0 / 12.5550,Last Reading: 12.5550 - 11/30/2022 7:08:22 AM,11/30/2022 7:08:52 AM,Connected,Magno Grid - E234,01.00.03
400A2A12,,Normal,Initial/Latest kWh 0 / 10.5140,Last Reading: 10.5140 - 11/30/2022 7:04:34 AM,11/30/2022 7:04:52 AM,Connected,Magno Grid - E234,01.00.03
400A2A18,,Normal,Initial/Latest kWh 0 / 26.9340,Last Reading: 26.9340 - 12/21/2022 3:10:30 PM,12/21/2022 3:10:48 PM,Connected,Magno Grid - E234,01.00.03
400A2A1A,,Normal,Initial/Latest kWh 0 / 10.4520,Last Reading: 10.4520 - 11/30/2022 11:34:33 AM,11/30/2022 11:34:58 AM,Connected,Magno Grid - E234,01.00.03
400A2A1C,,Normal,Initial/Latest kWh 0 / 59.6260,Last Reading: 59.6260 - 12/21/2022 5:20:27 PM,12/21/2022 5:20:52 PM,Connected,Magno Grid - E234,01.00.03
400A2A1E,,Normal,Initial/Latest kWh 0 / 29.7680,Last Reading: 29.7680 - 12/21/2022 4:40:30 PM,12/21/2022 4:40:46 PM,Connected,Magno Grid - E234,01.00.03
400A2A22,,Normal,Initial/Latest kWh 0 / 10.2970,Last Reading: 10.2970 - 11/30/2022 8:34:34 AM,11/30/2022 8:34:56 AM,Connected,Magno Grid - E234,01.00.03
400A2A24,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:39:37 PM,Connected,Magno Grid - E234,01.00.03
400A2A2A,,Normal,Initial/Latest kWh 0 / 14.0220,Last Reading: 14.0220 - 11/30/2022 8:08:22 AM,11/30/2022 8:08:50 AM,Connected,Magno Grid - E234,01.00.03
400A2A2E,,Normal,Initial/Latest kWh 0 / 4.1780,Last Reading: 4.1780 - 11/23/2022 12:58:46 PM,11/25/2022 4:42:10 PM,Connected,Magno Grid - E234,01.00.03
400A2A30,,Normal,Initial/Latest kWh 0 / 30.3260,Last Reading: 30.3260 - 12/21/2022 1:26:08 PM,12/21/2022 1:26:30 PM,Connected,Magno Grid - E234,01.00.03
400A2A32,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/21/2022 4:15:04 PM,12/21/2022 4:15:22 PM,Connected,Magno Grid - E234,01.00.03
400A2A34,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/21/2022 5:27:05 PM,12/21/2022 5:27:35 PM,Connected,Magno Grid - E234,01.00.03
400A2A36,,Normal,Initial/Latest kWh 0 / 4.1280,Last Reading: 4.1280 - 11/23/2022 11:58:45 AM,11/25/2022 4:41:08 PM,Connected,Magno Grid - E234,01.00.03
400A2A38,,Normal,Initial/Latest kWh 0 / 3.9890,Last Reading: 3.9890 - 11/23/2022 10:58:45 AM,11/25/2022 4:40:42 PM,Connected,Magno Grid - E234,01.00.03
400A2A3A,,Normal,Initial/Latest kWh 0 / 29.8110,Last Reading: 29.8110 - 12/21/2022 1:03:22 PM,12/21/2022 1:03:47 PM,Connected,Magno Grid - E234,01.00.03
400A2A46,,Normal,Initial/Latest kWh 0 / 29.3090,Last Reading: 29.3090 - 12/21/2022 1:40:32 PM,12/21/2022 1:41:01 PM,Connected,Magno Grid - E234,01.00.03
400A2A48,,Normal,Initial/Latest kWh 0 / 29.0710,Last Reading: 29.0710 - 12/21/2022 4:51:47 PM,12/21/2022 4:52:10 PM,Connected,Magno Grid - E234,01.00.03
400A2A4A,,Normal,Initial/Latest kWh 0 / 29.7320,Last Reading: 29.7320 - 12/21/2022 6:10:31 PM,12/21/2022 6:10:49 PM,Connected,Magno Grid - E234,01.00.03
400A2A4C,,Normal,Initial/Latest kWh 0 / 20.2370,Last Reading: 20.2370 - 12/21/2022 5:53:35 PM,12/21/2022 5:54:05 PM,Connected,Magno Grid - E223,01.00.03
400A2A52,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/28/2022 8:28:54 AM,Connected,Magno Grid - E223,01.00.03
400A2A54,,Normal,Initial/Latest kWh 0 / 10.2730,Last Reading: 10.2730 - 11/30/2022 4:04:33 AM,11/30/2022 4:04:51 AM,Connected,Magno Grid - E234,01.00.03
400A2A4E,,Normal,Initial/Latest kWh 0 / 45.1110,Last Reading: 45.1110 - 12/21/2022 3:18:51 PM,12/21/2022 3:18:59 PM,Connected,Magno Grid - E223,01.00.03
400A2A50,,Normal,Initial/Latest kWh 0 / 44.5980,Last Reading: 44.5980 - 12/21/2022 5:18:51 PM,12/21/2022 5:19:08 PM,Disconnected,Magno Grid - E223,01.00.03
400A29F6,,Normal,Initial/Latest kWh 0 / 44.1620,Last Reading: 44.1620 - 12/21/2022 6:18:52 PM,12/21/2022 6:19:08 PM,Disconnected,Magno Grid - E223,01.00.03
400A29FA,,Normal,Initial/Latest kWh 0 / 44.0410,Last Reading: 44.0410 - 12/21/2022 1:18:52 PM,12/21/2022 1:19:05 PM,Disconnected,Magno Grid - E223,01.00.03
400A2A3C,,Normal,Initial/Latest kWh 0 / 67.3170,Last Reading: 67.3170 - 12/21/2022 2:18:52 PM,12/21/2022 2:19:10 PM,Disconnected,Magno Grid - E234,01.00.03
